Ni,Mn,Fe,Cr,formula,Sconf,SconfR,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char
0.2,0.2,0.6,0.0,Ni20Mn20Fe60,8.188797925771018e-05,0.9502705392332347,3.0,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,25.0,28.0,3.0,26.2,0.7199999999999995,26.0,52.0,61.0,9.0,55.6,2.160000000000001,55.0,54.938045,58.6934,3.7553549999999944,56.23328899999999,0.9840443999999948,55.845,1519.0,1811.0,292.0,1736.0,90.0,1811.0,7.0,10.0,3.0,8.2,0.7199999999999995,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,131.8,3.119999999999993,132.0,1.55,1.91,0.3599999999999999,1.79,0.096,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.2,0.7200000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.2,0.7199999999999995,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.8,0.7200000000000002,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.8,0.7200000000000002,4.0,10.32,10.73,0.41000000000000014,10.59951724138,0.15657931034400044,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.385538644137931,0.870148987034483,2.1106628,217.0,229.0,12.0,225.8,3.8399999999999976,229.0,0.24390243902439027,0.0,0.7560975609756099,0.0,0.0,0.031880743083437246,0.0037961764609333185
0.15,0.25,0.6,0.0,Ni15Mn25Fe60,8.079930182806972e-05,0.9376369622724491,3.0,0.6670832032063166,0.6171005792776718,0.6016155054141484,0.6001919323281267,0.6000095197584842,25.0,28.0,3.0,26.05,0.5850000000000005,26.0,52.0,61.0,9.0,55.15,1.7549999999999992,55.0,54.938045,58.6934,3.7553549999999944,56.04552125,0.7943636249999997,55.845,1519.0,1811.0,292.0,1725.55,103.27500000000003,1811.0,7.0,10.0,3.0,8.05,0.5850000000000005,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,132.55,3.225000000000006,132.0,1.55,1.91,0.3599999999999999,1.7720000000000002,0.1109999999999999,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.05,0.5849999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.05,0.5850000000000005,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.95,0.5849999999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.95,0.5849999999999999,4.0,10.32,10.73,0.41000000000000014,10.607896551725,0.14652413793000027,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.3557844151724137,0.9058540617931036,2.1106628,217.0,229.0,12.0,225.4,4.3199999999999985,229.0,0.24844720496894407,0.0,0.7515527950310558,0.0,0.0,0.031880743083437246,0.004250788046680064
0.1,0.3,0.6,0.0,Ni10Mn30Fe60,7.73789756240923e-05,0.8979457248567797,3.0,0.6782329983125268,0.6248799769526243,0.6037190412142994,0.6006677156890837,0.6000585690081267,25.0,28.0,3.0,25.9,0.5400000000000006,26.0,52.0,61.0,9.0,54.7,1.6199999999999988,55.0,54.938045,58.6934,3.7553549999999944,55.8577535,0.5671293000000006,55.845,1519.0,1811.0,292.0,1715.1,117.66000000000004,1811.0,7.0,10.0,3.0,7.9,0.5399999999999998,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,133.3,3.4200000000000044,132.0,1.55,1.91,0.3599999999999999,1.754,0.12240000000000002,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.9,0.5399999999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,7.9,0.5399999999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.1,0.5399999999999998,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.1,0.5399999999999998,4.0,10.32,10.73,0.41000000000000014,10.616275862070001,0.13646896551600013,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.3260301862068966,0.9415591365517241,2.1106628,217.0,229.0,12.0,225.0,4.8,229.0,0.2531645569620253,0.0,0.7468354430379747,0.0,0.0,0.031880743083437246,0.004545995917009623
0.05,0.35,0.6,0.0,Ni5Mn35Fe60,7.098267441042051e-05,0.8237197315118312,3.0,0.6964194138592059,0.6374311087929093,0.6078951782805767,0.6019508896809522,0.6002731676451956,25.0,28.0,3.0,25.75,0.525,26.0,52.0,61.0,9.0,54.25,1.575,55.0,54.938045,58.6934,3.7553549999999944,55.669985749999995,0.5123585249999998,55.845,1519.0,1811.0,292.0,1704.65,129.95499999999998,1811.0,7.0,10.0,3.0,7.75,0.525,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,134.05,3.4650000000000034,132.0,1.55,1.91,0.3599999999999999,1.7360000000000002,0.13019999999999995,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.75,0.525,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,7.75,0.525,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.25,0.525,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.25,0.525,4.0,10.32,10.73,0.41000000000000014,10.624655172415,0.12641379310200032,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.2962759572413793,0.977264211310345,2.1106628,217.0,229.0,12.0,224.6,5.320000000000001,229.0,0.25806451612903225,0.0,0.7419354838709677,0.0,0.0,0.031880743083437246,0.004681800071921996
0.0,0.4,0.6,0.0,Mn40Fe60,5.799565823930521e-05,0.6730116670092565,2.0,0.7211102550927979,0.6542132620377179,0.6150303314869644,0.6048951994087753,0.6010324601930125,25.0,26.0,1.0,25.6,0.4799999999999997,26.0,52.0,55.0,3.0,53.8,1.4400000000000006,55.0,54.938045,55.845,0.9069549999999964,55.482217999999996,0.4353383999999991,55.845,1519.0,1811.0,292.0,1694.2,140.16,1811.0,7.0,8.0,1.0,7.6,0.4800000000000001,8.0,4.0,4.0,0.0,4.0,0.0,4.0,132.0,139.0,7.0,134.8,3.360000000000002,132.0,1.55,1.83,0.28,1.7180000000000002,0.13439999999999996,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.6,0.4800000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.6,0.4800000000000001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,10.4875862069,10.73,0.24241379310000077,10.63303448276,0.11635862068800051,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.266521728275862,1.0129692860689656,2.1106628,217.0,229.0,12.0,224.2,5.7600000000000025,229.0,0.2631578947368421,0.0,0.7368421052631579,0.0,0.0,0.019409168797571597,0.004658200511417183
0.35,0.0,0.65,0.0,Ni35Fe65,5.579263458017126e-05,0.6474466390346325,2.0,0.73824115301167,0.6822044948812935,0.6557808538633767,0.6512119039321292,0.6501330638615368,26.0,28.0,2.0,26.7,0.9099999999999998,26.0,55.0,61.0,6.0,57.1,2.73,55.0,55.845,58.6934,2.848399999999998,56.841939999999994,1.2960219999999978,55.845,1728.0,1811.0,83.0,1781.95,37.764999999999986,1811.0,8.0,10.0,2.0,8.7,0.9099999999999998,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,132.0,8.0,129.2,3.6400000000000032,132.0,1.83,1.91,0.07999999999999985,1.858,0.03639999999999995,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.7,0.91,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,2.0,8.7,0.9099999999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.3,0.91,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.3,0.91,4.0,10.32,10.73,0.41000000000000014,10.586500000000001,0.1865499999999999,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,2.1106628,1.5152681000000001,1.5803189650000002,0.6894469854999999,2.1106628,225.0,229.0,4.0,227.6,1.8200000000000016,229.0,0.2298850574712644,0.0,0.7701149425287357,0.0,0.0,0.0015987206823936395,0.00036370895524455297
0.3,0.05,0.65,0.0,Ni30Mn5Fe65,6.816201604844429e-05,0.7909873504355756,3.0,0.7176350047203662,0.6707321023984772,0.6527004128348445,0.6504134693239624,0.6500285040545969,25.0,28.0,3.0,26.55,0.8700000000000003,26.0,52.0,61.0,9.0,56.65,2.61,55.0,54.938045,58.6934,3.7553549999999944,56.654172249999995,1.2235366499999976,55.845,1519.0,1811.0,292.0,1771.5,51.35,1811.0,7.0,10.0,3.0,8.55,0.8700000000000003,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,129.95,3.5700000000000047,132.0,1.55,1.91,0.3599999999999999,1.84,0.041999999999999954,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.55,0.87,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.55,0.8700000000000003,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.45,0.87,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.45,0.87,4.0,10.32,10.73,0.41000000000000014,10.594879310345,0.17565689655150016,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.550564736034483,0.7281274831551724,2.1106628,217.0,229.0,12.0,227.2,2.3400000000000034,229.0,0.23391812865497075,0.0,0.7660818713450291,0.0,0.0,0.031880743083437246,0.0014207596652393954
0.25,0.1,0.65,0.0,Ni25Mn10Fe65,7.383684406923065e-05,0.8568409950394724,3.0,0.7035623639735145,0.6628602526254084,0.6511016131158122,0.6501157392990273,0.6500046048084427,25.0,28.0,3.0,26.4,0.7999999999999993,26.0,52.0,61.0,9.0,56.2,2.4000000000000012,55.0,54.938045,58.6934,3.7553549999999944,56.466404499999996,1.1134977499999976,55.845,1519.0,1811.0,292.0,1761.05,64.935,1811.0,7.0,10.0,3.0,8.4,0.8000000000000003,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,130.7,3.350000000000006,132.0,1.55,1.91,0.3599999999999999,1.8219999999999998,0.05440000000000014,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.4,0.8000000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.4,0.8000000000000003,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.6,0.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.6,0.8,4.0,10.32,10.73,0.41000000000000014,10.603258620690001,0.16476379310299993,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.5208105070689655,0.7668079808103448,2.1106628,217.0,229.0,12.0,226.8,2.8599999999999968,229.0,0.23809523809523808,0.0,0.7619047619047619,0.0,0.0,0.031880743083437246,0.002318406659817051
0.2,0.15,0.65,0.0,Ni20Mn15Fe65,7.638959811985446e-05,0.8864644756797975,3.0,0.696419413859206,0.6588532274527865,0.650443007642734,0.6500274784392344,0.6500005222410584,25.0,28.0,3.0,26.25,0.7,26.0,52.0,61.0,9.0,55.75,2.1,55.0,54.938045,58.6934,3.7553549999999944,56.27863675,0.965905299999998,55.845,1519.0,1811.0,292.0,1750.6,78.52000000000002,1811.0,7.0,10.0,3.0,8.25,0.7,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,131.45,2.9800000000000066,132.0,1.55,1.91,0.3599999999999999,1.804,0.07619999999999999,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.25,0.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.25,0.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.75,0.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.75,0.7,4.0,10.32,10.73,0.41000000000000014,10.611637931035,0.1538706896545002,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.4910562781034482,0.8054884784655172,2.1106628,217.0,229.0,12.0,226.4,3.379999999999998,229.0,0.24242424242424243,0.0,0.7575757575757576,0.0,0.0,0.031880743083437246,0.0030566499389775214
0.15,0.2,0.65,0.0,Ni15Mn20Fe65,7.638959811985446e-05,0.8864644756797975,3.0,0.696419413859206,0.6588532274527865,0.650443007642734,0.6500274784392344,0.6500005222410584,25.0,28.0,3.0,26.1,0.570000000000001,26.0,52.0,61.0,9.0,55.3,1.7099999999999982,55.0,54.938045,58.6934,3.7553549999999944,56.090869000000005,0.7807593000000033,55.845,1519.0,1811.0,292.0,1740.15,92.10499999999998,1811.0,7.0,10.0,3.0,8.1,0.5699999999999998,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,132.2,2.719999999999993,132.0,1.55,1.91,0.3599999999999999,1.786,0.09440000000000001,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.1,0.5699999999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.1,0.5699999999999998,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.9,0.5700000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.9,0.5700000000000001,4.0,10.32,10.73,0.41000000000000014,10.620017241380001,0.14297758620599996,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.4613020491379312,0.8441689761206896,2.1106628,217.0,229.0,12.0,226.0,3.9,229.0,0.2469135802469136,0.0,0.7530864197530864,0.0,0.0,0.031880743083437246,0.0036354895027208046
0.1,0.25,0.65,0.0,Ni10Mn25Fe65,7.383684406923065e-05,0.8568409950394724,3.0,0.7035623639735145,0.6628602526254084,0.6511016131158122,0.6501157392990273,0.6500046048084427,25.0,28.0,3.0,25.95,0.4750000000000003,26.0,52.0,61.0,9.0,54.85,1.4249999999999992,55.0,54.938045,58.6934,3.7553549999999944,55.90310125,0.5580597499999989,55.845,1519.0,1811.0,292.0,1729.7,105.69,1811.0,7.0,10.0,3.0,7.95,0.47499999999999987,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,132.95,3.024999999999994,132.0,1.55,1.91,0.3599999999999999,1.768,0.10900000000000003,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.95,0.47499999999999987,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,7.95,0.47499999999999987,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.05,0.47499999999999987,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.05,0.47499999999999987,4.0,10.32,10.73,0.41000000000000014,10.628396551725,0.13208448275750023,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.4315478201724139,0.8828494737758621,2.1106628,217.0,229.0,12.0,225.6,4.420000000000002,229.0,0.25157232704402516,0.0,0.7484276729559749,0.0,0.0,0.031880743083437246,0.0040549253510469025
0.05,0.3,0.65,0.0,Ni5Mn30Fe65,6.816201604844429e-05,0.7909873504355756,3.0,0.7176350047203662,0.6707321023984772,0.6527004128348445,0.6504134693239624,0.6500285040545969,25.0,28.0,3.0,25.8,0.4799999999999997,26.0,52.0,61.0,9.0,54.4,1.4400000000000006,55.0,54.938045,58.6934,3.7553549999999944,55.7153335,0.46637309999999843,55.845,1519.0,1811.0,292.0,1719.25,120.15,1811.0,7.0,10.0,3.0,7.8,0.48,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,133.7,3.1799999999999953,132.0,1.55,1.91,0.3599999999999999,1.75,0.12000000000000004,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.8,0.48,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,7.8,0.48,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.2,0.48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.2,0.48,4.0,10.32,10.73,0.41000000000000014,10.636775862070001,0.121191379309,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.4017935912068966,0.9215299714310344,2.1106628,217.0,229.0,12.0,225.2,4.940000000000003,229.0,0.25641025641025644,0.0,0.7435897435897436,0.0,0.0,0.031880743083437246,0.004314957483955813
0.0,0.35,0.65,0.0,Mn35Fe65,5.579263458017126e-05,0.6474466390346325,2.0,0.73824115301167,0.6822044948812935,0.6557808538633767,0.6512119039321292,0.6501330638615368,25.0,26.0,1.0,25.65,0.4550000000000004,26.0,52.0,55.0,3.0,53.95,1.364999999999999,55.0,54.938045,55.845,0.9069549999999964,55.527565749999994,0.4126645250000003,55.845,1519.0,1811.0,292.0,1708.8,132.86,1811.0,7.0,8.0,1.0,7.65,0.4549999999999999,8.0,4.0,4.0,0.0,4.0,0.0,4.0,132.0,139.0,7.0,134.45,3.1849999999999965,132.0,1.55,1.83,0.28,1.732,0.1274,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.65,0.4549999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.65,0.4549999999999999,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.35,0.4549999999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.35,0.4549999999999999,4.0,10.4875862069,10.73,0.24241379310000077,10.645155172415,0.11029827586050027,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.3720393622413791,0.960210469086207,2.1106628,217.0,229.0,12.0,224.8,5.459999999999996,229.0,0.26143790849673204,0.0,0.738562091503268,0.0,0.0,0.019409168797571597,0.004415585901447538
0.3,0.0,0.7,0.0,Ni30Fe70,5.264021268754624e-05,0.6108643020548935,2.0,0.7615773105863908,0.7179054352068318,0.7020125508224327,0.700265258162485,0.7000146315163546,26.0,28.0,2.0,26.6,0.8400000000000005,26.0,55.0,61.0,6.0,56.8,2.5199999999999987,55.0,55.845,58.6934,2.848399999999998,56.69952,1.1963279999999998,55.845,1728.0,1811.0,83.0,1786.1,34.860000000000035,1811.0,8.0,10.0,2.0,8.6,0.8399999999999999,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,132.0,8.0,129.6,3.360000000000002,132.0,1.83,1.91,0.07999999999999985,1.8539999999999999,0.03359999999999987,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.6,0.8399999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,2.0,8.6,0.8399999999999999,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.4,0.84,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.4,0.84,4.0,10.32,10.73,0.41000000000000014,10.607000000000001,0.17219999999999977,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,2.1106628,1.5152681000000001,1.65608237,0.636412602,2.1106628,225.0,229.0,4.0,227.8,1.6799999999999955,229.0,0.23255813953488372,0.0,0.7674418604651163,0.0,0.0,0.0015987206823936395,0.00033573134330266427
0.25,0.05,0.7,0.0,Ni25Mn5Fe70,6.428812096293385e-05,0.7460326647147849,3.0,0.744983221287567,0.7105543511667887,0.7008118381741453,0.700074090314044,0.7000023632581979,25.0,28.0,3.0,26.45,0.7749999999999997,26.0,52.0,61.0,9.0,56.35,2.3250000000000006,55.0,54.938045,58.6934,3.7553549999999944,56.51175225,1.0908238750000003,55.845,1519.0,1811.0,292.0,1775.65,49.48999999999997,1811.0,7.0,10.0,3.0,8.45,0.7749999999999997,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,130.35,3.175000000000003,132.0,1.55,1.91,0.3599999999999999,1.8359999999999999,0.03699999999999985,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.45,0.775,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.45,0.7749999999999997,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.55,0.775,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.55,0.775,4.0,10.32,10.73,0.41000000000000014,10.615379310345002,0.16046896551699943,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.6263281410344828,0.6780685225517243,2.1106628,217.0,229.0,12.0,227.4,2.2399999999999975,229.0,0.2366863905325444,0.0,0.7633136094674557,0.0,0.0,0.031880743083437246,0.0013576063158768584
