Ni,Mn,Fe,Cr,formula,Sconf,SconfR,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char
0.1,0.05,0.65,0.2,Ni10Mn5Fe65Cr20,8.461718019126465e-05,0.9819416009240196,4.0,0.6892024376045112,0.657120914741278,0.6503696643749376,0.6500244336785127,0.6500004948830524,24.0,28.0,4.0,25.75,0.775,26.0,49.0,61.0,12.0,54.25,2.325,55.0,51.9961,58.6934,6.6972999999999985,55.31471224999999,1.365111625000003,55.845,1519.0,2180.0,661.0,1861.9,127.24000000000005,1811.0,6.0,10.0,4.0,7.75,0.775,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,132.95,3.024999999999994,132.0,1.55,1.91,0.3599999999999999,1.79,0.07600000000000003,1.83,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.95,0.4749999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,7.75,0.775,8.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.05,0.4749999999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.25,0.775,4.0,10.32,11.19,0.8699999999999992,10.768879310345001,0.1684482758620004,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.4314857960344827,0.8829301051551726,2.1106628,217.0,229.0,12.0,228.0,1.7,229.0,0.23225806451612904,0.0,0.767741935483871,0.0,0.0,0.031880743083437246,0.002170259214769447
0.05,0.1,0.65,0.2,Ni5Mn10Fe65Cr20,8.461718019126465e-05,0.9819416009240196,4.0,0.6892024376045112,0.657120914741278,0.6503696643749376,0.6500244336785127,0.6500004948830524,24.0,28.0,4.0,25.6,0.7599999999999995,26.0,49.0,61.0,12.0,53.8,2.280000000000001,55.0,51.9961,58.6934,6.6972999999999985,55.12694449999999,1.290117700000002,55.845,1519.0,2180.0,661.0,1851.45,131.42000000000004,1811.0,6.0,10.0,4.0,7.6,0.7600000000000001,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,133.7,3.1799999999999953,132.0,1.55,1.91,0.3599999999999999,1.7719999999999998,0.08920000000000013,1.83,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.8,0.48000000000000015,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,7.6,0.7600000000000001,8.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.2,0.48000000000000015,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.4,0.7600000000000001,4.0,10.32,11.19,0.8699999999999992,10.777258620689999,0.1650965517239989,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.4017315670689654,0.9216106028103449,2.1106628,217.0,229.0,12.0,227.6,2.380000000000004,229.0,0.2368421052631579,0.0,0.7631578947368421,0.0,0.0,0.031880743083437246,0.002624267441541348
0.0,0.15,0.65,0.2,Mn15Fe65Cr20,7.638959811985446e-05,0.8864644756797975,3.0,0.696419413859206,0.6588532274527865,0.650443007642734,0.6500274784392344,0.6500005222410584,24.0,26.0,2.0,25.45,0.7150000000000002,26.0,49.0,55.0,6.0,53.35,2.1449999999999996,55.0,51.9961,55.845,3.8489000000000004,54.93917675000001,1.1775702249999966,55.845,1519.0,2180.0,661.0,1841.0,135.6,1811.0,6.0,8.0,2.0,7.45,0.7149999999999999,8.0,4.0,4.0,0.0,4.0,0.0,4.0,132.0,139.0,7.0,134.45,3.1849999999999965,132.0,1.55,1.83,0.28,1.7539999999999998,0.09880000000000011,1.83,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.65,0.4549999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.45,0.7149999999999999,8.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.35,0.4549999999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.55,0.7149999999999999,4.0,10.4875862069,11.19,0.7024137930999999,10.785637931035001,0.16174482758600056,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.3719773381034484,0.9602911004655174,2.1106628,217.0,229.0,12.0,227.2,3.060000000000008,229.0,0.24161073825503357,0.0,0.7583892617449665,0.0,0.0,0.019409168797571597,0.0029188719528960624
0.1,0.0,0.7,0.2,Ni10Fe70Cr20,6.90953768303666e-05,0.8018185525433373,3.0,0.7348469228349533,0.7060696670652126,0.7002746698268968,0.7000156629758094,0.7000002540041405,24.0,28.0,4.0,25.8,0.7199999999999995,26.0,49.0,61.0,12.0,54.4,2.160000000000001,55.0,51.9961,58.6934,6.6972999999999985,55.36006,1.345584000000001,55.845,1728.0,2180.0,452.0,1876.5,121.4,1811.0,6.0,10.0,4.0,7.8,0.7200000000000002,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,132.6,2.5599999999999965,132.0,1.66,1.91,0.25,1.8039999999999998,0.05760000000000016,1.83,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,0.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,7.8,0.7200000000000002,8.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.2,0.7200000000000002,4.0,10.32,11.19,0.8699999999999992,10.781,0.1635999999999999,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.53700343,0.803123118,2.1106628,225.0,229.0,4.0,228.6,0.7200000000000045,229.0,0.23076923076923078,0.0,0.7692307692307693,0.0,0.0,0.015503562994591547,0.0014298364481924064
0.05,0.05,0.7,0.2,Ni5Mn5Fe70Cr20,7.506845708496785e-05,0.8711332705993321,4.0,0.7314369419163896,0.7055678405514059,0.7002668726520414,0.7000155434625165,0.700000253756816,24.0,28.0,4.0,25.65,0.7250000000000008,26.0,49.0,61.0,12.0,53.95,2.1749999999999985,55.0,51.9961,58.6934,6.6972999999999985,55.17229225000001,1.2939016249999928,55.845,1519.0,2180.0,661.0,1866.05,125.57999999999997,1811.0,6.0,10.0,4.0,7.65,0.7249999999999998,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,133.35,2.824999999999997,132.0,1.55,1.91,0.3599999999999999,1.7859999999999996,0.07400000000000026,1.83,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.85,0.42500000000000016,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,7.65,0.7249999999999998,8.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.15,0.42500000000000016,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.35,0.7249999999999998,4.0,10.32,11.19,0.8699999999999992,10.789379310345,0.16024827586199947,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.507249201034483,0.8447790385517241,2.1106628,217.0,229.0,12.0,228.2,1.440000000000009,229.0,0.23529411764705882,0.0,0.7647058823529411,0.0,0.0,0.031880743083437246,0.002008072652960845
0.0,0.1,0.7,0.2,Mn10Fe70Cr20,6.90953768303666e-05,0.8018185525433373,3.0,0.7348469228349533,0.7060696670652126,0.7002746698268968,0.7000156629758094,0.7000002540041405,24.0,26.0,2.0,25.5,0.7,26.0,49.0,55.0,6.0,53.5,2.1,55.0,51.9961,55.845,3.8489000000000004,54.984524500000006,1.2046656999999967,55.845,1519.0,2180.0,661.0,1855.6,129.75999999999993,1811.0,6.0,8.0,2.0,7.5,0.7,8.0,4.0,4.0,0.0,4.0,0.0,4.0,132.0,139.0,7.0,134.1,2.9399999999999977,132.0,1.55,1.83,0.28,1.7679999999999998,0.08680000000000014,1.83,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.7,0.4199999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.5,0.7,8.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.3,0.4199999999999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.5,0.7,4.0,10.4875862069,11.19,0.7024137930999999,10.797758620689999,0.156896551723999,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.4774949720689656,0.8864349591034483,2.1106628,217.0,229.0,12.0,227.8,2.159999999999991,229.0,0.24000000000000002,0.0,0.76,0.0,0.0,0.019409168797571597,0.002426905142312098
0.05,0.0,0.75,0.2,Ni5Fe75Cr20,5.9238629584001744e-05,0.6874357505033553,3.0,0.7778174593052023,0.7547842314287575,0.7502023599075827,0.7500102743180928,0.750000136379359,24.0,28.0,4.0,25.7,0.6800000000000004,26.0,49.0,61.0,12.0,54.1,2.039999999999999,55.0,51.9961,58.6934,6.6972999999999985,55.21763999999999,1.288616000000006,55.845,1728.0,2180.0,452.0,1880.65,119.74000000000005,1811.0,6.0,10.0,4.0,7.7,0.6799999999999998,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,133.0,2.4,132.0,1.66,1.91,0.25,1.8,0.05600000000000003,1.83,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,5.9,0.35999999999999976,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,7.7,0.6799999999999998,8.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.1,0.35999999999999976,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.3,0.6799999999999998,4.0,10.32,11.19,0.8699999999999992,10.8015,0.15540000000000004,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.6127668350000002,0.7468439474999999,2.1106628,225.0,229.0,4.0,228.8,0.3799999999999898,229.0,0.23376623376623376,0.0,0.7662337662337663,0.0,0.0,0.015503562994591547,0.0012948320203924851
0.0,0.05,0.75,0.2,Mn5Fe75Cr20,5.9238629584001744e-05,0.6874357505033553,3.0,0.7778174593052023,0.7547842314287575,0.7502023599075827,0.7500102743180928,0.750000136379359,24.0,26.0,2.0,25.55,0.6749999999999996,26.0,49.0,55.0,6.0,53.65,2.025000000000001,55.0,51.9961,55.845,3.8489000000000004,55.02987225000001,1.2226916249999937,55.845,1519.0,2180.0,661.0,1870.2,123.92000000000003,1811.0,6.0,8.0,2.0,7.55,0.6750000000000002,8.0,4.0,4.0,0.0,4.0,0.0,4.0,132.0,139.0,7.0,133.75,2.625,132.0,1.55,1.83,0.28,1.7819999999999998,0.07200000000000017,1.83,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.75,0.375,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.55,0.6750000000000002,8.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.25,0.375,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.45,0.6750000000000002,4.0,10.4875862069,11.19,0.7024137930999999,10.809879310345,0.15204827586199957,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.5830126060344827,0.7914752909482761,2.1106628,217.0,229.0,12.0,228.4,1.1399999999999948,229.0,0.2384105960264901,0.0,0.7615894039735099,0.0,0.0,0.019409168797571597,0.001837892487740276
0.0,0.0,0.8,0.2,Fe80Cr20,4.3121344488135964e-05,0.5004024235381879,2.0,0.8246211251235323,0.8041451517178116,0.8001561890005822,0.8000069752639724,0.8000000762939126,24.0,26.0,2.0,25.6,0.6399999999999991,26.0,49.0,55.0,6.0,53.8,1.9200000000000017,55.0,51.9961,55.845,3.8489000000000004,55.07522000000001,1.231647999999994,55.845,1811.0,2180.0,369.0,1884.8,118.07999999999997,1811.0,6.0,8.0,2.0,7.6,0.6400000000000002,8.0,4.0,4.0,0.0,4.0,0.0,4.0,132.0,139.0,7.0,133.4,2.2400000000000033,132.0,1.66,1.83,0.17000000000000015,1.796,0.054400000000000046,1.83,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.8,0.3200000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.6,0.6400000000000002,8.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.2,0.3200000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.4,0.6400000000000002,4.0,10.73,11.19,0.4599999999999991,10.822000000000001,0.14720000000000014,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.68853024,0.6754120960000001,2.1106628,229.0,229.0,0.0,229.0,0.0,229.0,0.2368421052631579,0.0,0.7631578947368421,0.0,0.0,0.007198962432378719,0.0011518339891805954
0.75,0.0,0.0,0.25,Ni75Cr25,4.8458293461967755e-05,0.5623351446188083,2.0,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,24.0,28.0,4.0,27.0,1.5,28.0,49.0,61.0,12.0,58.0,4.5,61.0,51.9961,58.6934,6.6972999999999985,57.019075,2.5114874999999977,58.6934,1728.0,2180.0,452.0,1841.0,169.5,1728.0,6.0,10.0,4.0,9.0,1.5,10.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,127.75,5.625,124.0,1.66,1.91,0.25,1.8475,0.09375,1.91,1.0,2.0,1.0,1.75,0.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.25,1.125,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,9.0,1.5,10.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.75,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,1.5,2.0,10.32,11.19,0.8699999999999992,10.5375,0.32624999999999943,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.446546025,0.22327301250000006,0.5953947,225.0,229.0,4.0,226.0,1.5,225.0,0.19444444444444445,0.0,0.8055555555555556,0.0,0.0,0.015503562994591547,0.002906918061485915
0.7,0.05,0.0,0.25,Ni70Mn5Cr25,6.428812096293383e-05,0.7460326647147848,3.0,0.744983221287567,0.7105543511667887,0.7008118381741453,0.700074090314044,0.7000023632581979,24.0,28.0,4.0,26.85,1.6099999999999994,28.0,49.0,61.0,12.0,57.55,4.830000000000001,61.0,51.9961,58.6934,6.6972999999999985,56.83130725,2.6069298499999976,58.6934,1519.0,2180.0,661.0,1830.55,174.725,1728.0,6.0,10.0,4.0,8.85,1.61,10.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,128.5,6.3,124.0,1.55,1.91,0.3599999999999999,1.8295,0.1127,1.91,1.0,2.0,1.0,1.75,0.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.1,1.2600000000000002,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.85,1.61,10.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.9,1.26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.15,1.61,2.0,10.32,11.19,0.8699999999999992,10.545879310344999,0.3220603448274991,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.41679179603448274,0.2500440655517242,0.5953947,217.0,229.0,12.0,225.6,1.699999999999997,225.0,0.1977401129943503,0.0,0.8022598870056498,0.0,0.0,0.031880743083437246,0.0038667048981919903
0.65,0.1,0.0,0.25,Ni65Mn10Cr25,7.383684406923065e-05,0.8568409950394724,3.0,0.7035623639735145,0.6628602526254084,0.6511016131158122,0.6501157392990273,0.6500046048084427,24.0,28.0,4.0,26.7,1.69,28.0,49.0,61.0,12.0,57.1,5.07,61.0,51.9961,58.6934,6.6972999999999985,56.643539499999996,2.6648186499999995,58.6934,1519.0,2180.0,661.0,1820.1,179.94999999999993,1728.0,6.0,10.0,4.0,8.7,1.69,10.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,129.25,6.825,124.0,1.55,1.91,0.3599999999999999,1.8114999999999997,0.12805000000000008,1.91,1.0,2.0,1.0,1.75,0.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.95,1.365,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.7,1.69,10.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.05,1.365,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.3,1.69,2.0,10.32,11.19,0.8699999999999992,10.55425862069,0.31787068965499965,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.3870375670689656,0.27086427281034486,0.5953947,217.0,229.0,12.0,225.2,1.8999999999999944,225.0,0.20114942528735633,0.0,0.7988505747126438,0.0,0.0,0.031880743083437246,0.004667088019480879
0.6,0.15,0.0,0.25,Ni60Mn15Cr25,8.079930182806972e-05,0.9376369622724491,3.0,0.6670832032063166,0.6171005792776718,0.6016155054141484,0.6001919323281267,0.6000095197584842,24.0,28.0,4.0,26.55,1.74,28.0,49.0,61.0,12.0,56.65,5.2200000000000015,61.0,51.9961,58.6934,6.6972999999999985,56.455771750000004,2.6851538999999973,58.6934,1519.0,2180.0,661.0,1809.65,185.17500000000007,1728.0,6.0,10.0,4.0,8.55,1.74,10.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,130.0,7.2,124.0,1.55,1.91,0.3599999999999999,1.7934999999999999,0.13979999999999998,1.91,1.0,2.0,1.0,1.75,0.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.8,1.44,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.55,1.74,10.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.45,1.74,2.0,10.32,11.19,0.8699999999999992,10.562637931035,0.3136810344825001,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.3572833381034483,0.28573363427586207,0.5953947,217.0,229.0,12.0,224.8,2.339999999999992,225.0,0.2046783625730994,0.0,0.7953216374269005,0.0,0.0,0.031880743083437246,0.005308067425352582
0.55,0.2,0.0,0.25,Ni55Mn20Cr25,8.593821068109567e-05,0.9972715231823841,3.0,0.6363961030678927,0.5748897078944831,0.5528050642176332,0.5503802665392051,0.5500229270831833,24.0,28.0,4.0,26.4,1.7600000000000002,28.0,49.0,61.0,12.0,56.2,5.28,61.0,51.9961,58.6934,6.6972999999999985,56.268004,2.6679355999999985,58.6934,1519.0,2180.0,661.0,1799.2,190.4,1728.0,6.0,10.0,4.0,8.4,1.76,10.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,130.75,7.425,124.0,1.55,1.91,0.3599999999999999,1.7755,0.14794999999999994,1.91,1.0,2.0,1.0,1.75,0.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.65,1.485,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.4,1.76,10.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.35,1.485,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6,1.76,2.0,10.32,11.19,0.8699999999999992,10.57101724138,0.30949137930999976,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.32752910913793104,0.29465214994827593,0.5953947,217.0,229.0,12.0,224.4,2.9599999999999964,225.0,0.20833333333333331,0.0,0.7916666666666666,0.0,0.0,0.031880743083437246,0.005789643115807099
0.5,0.25,0.0,0.25,Ni50Mn25Cr25,8.959620381901863e-05,1.0397207708399179,3.0,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,24.0,28.0,4.0,26.25,1.75,28.0,49.0,61.0,12.0,55.75,5.25,61.0,51.9961,58.6934,6.6972999999999985,56.08023625,2.6131637499999982,58.6934,1519.0,2180.0,661.0,1788.75,195.625,1728.0,6.0,10.0,4.0,8.25,1.75,10.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,131.5,7.5,124.0,1.55,1.91,0.3599999999999999,1.7575,0.15249999999999997,1.91,1.0,2.0,1.0,1.75,0.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.5,1.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.25,1.75,10.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.75,1.75,2.0,10.32,11.19,0.8699999999999992,10.579396551724999,0.30530172413749934,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29777488017241377,0.2976198198275863,0.5953947,217.0,229.0,12.0,224.0,3.5,225.0,0.21212121212121213,0.0,0.7878787878787878,0.0,0.0,0.031880743083437246,0.006111815090844429
